congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
114,Senate,334,2015-12-09,1,334,85,12,0.595,0.104,0.342,0.594,-15.683,S1177,Conference Report Agreed to,,,
114,Senate,335,2015-12-14,1,335,45,34,0.238,-0.044,0.245,0.047,-13.161,PN64,Nomination Confirmed,,,
114,Senate,336,2015-12-18,1,336,72,26,0.499,0.048,0.141,0.32,-36.042,HR2029,Cloture Motion Agreed to,,,
114,Senate,337,2015-12-18,1,337,31,67,0.453,-0.062,-0.155,-0.243,-35.303,HR2029,Motion to Table Failed,,,
114,Senate,338,2015-12-18,1,338,73,25,0.338,0.656,0.052,0.194,-50.627,HR2029,Motion Agreed to,,,
114,Senate,339,2015-12-18,1,339,65,33,0.495,0.168,0.093,0.056,-49.747,HR2029,Motion Agreed to,,,
114,Senate,340,2016-01-11,2,1,82,6,0.56,0.361,0.281,0.739,-11.143,PN11,Nomination Confirmed,,,
114,Senate,341,2016-01-12,2,2,53,44,0.043,-0.022,-0.188,0.181,-16.915,S2232,Cloture on the Motion to Proceed Rejected,,,
114,Senate,342,2016-01-19,2,3,58,36,0.314,0.018,0.209,0.35,-24.413,PN367,Nomination Confirmed,,,
114,Senate,343,2016-01-20,2,4,55,43,-0.048,-0.109,-0.436,-0.256,-2.858,HR4038,Cloture Motion Rejected,,,
114,Senate,344,2016-01-21,2,5,52,40,-0.011,-0.092,-0.38,-0.629,-2.987,SJRES22,Cloture Motion Rejected,,,
114,Senate,345,2016-01-27,2,6,84,2,0.0,0.0,0.0,0.0,0.0,PN326,Nomination Confirmed,,,
114,Senate,346,2016-01-28,2,7,87,4,-0.147,-0.886,-0.084,-0.778,-9.785,S2012,Amendment Agreed to,,,
114,Senate,347,2016-01-28,2,8,62,29,0.414,-0.059,0.283,-0.004,-26.658,S2012,Amendment Agreed to,,,
114,Senate,348,2016-01-28,2,9,55,37,0.311,-0.102,0.253,-0.185,-22.695,S2012,Amendment Agreed to,,,
114,Senate,349,2016-02-02,2,10,47,48,0.13,-0.083,-0.218,-0.348,-13.628,S2012,Amendment Rejected,,,
114,Senate,350,2016-02-02,2,11,43,52,-0.01,-0.102,0.337,0.51,-5.953,S2012,Amendment Rejected,,,
114,Senate,351,2016-02-02,2,12,52,43,-0.047,-0.107,-0.434,-0.253,-2.859,S2012,Amendment Rejected,,,
114,Senate,352,2016-02-02,2,13,49,46,0.124,-0.087,-0.458,-0.044,-0.993,S2012,Amendment Rejected,,,
114,Senate,353,2016-02-02,2,14,45,50,0.066,-0.087,0.273,0.695,-8.416,S2012,Amendment Rejected,,,
114,Senate,354,2016-02-02,2,15,43,52,-0.047,-0.107,0.434,0.253,-2.859,S2012,Amendment Rejected,,,
114,Senate,355,2016-02-04,2,16,46,50,0.046,0.092,-0.083,-0.271,-45.034,S2012,Cloture Motion Rejected,,,
114,Senate,356,2016-02-04,2,17,43,54,0.136,0.088,-0.07,-0.144,-52.031,S2012,Cloture Motion Rejected,,,
114,Senate,357,2016-02-08,2,18,83,0,0.0,0.0,0.0,0.0,0.0,PN831,Nomination Confirmed,,,
114,Senate,358,2016-02-09,2,19,90,0,0.0,0.0,0.0,0.0,0.0,PN915,Nomination Confirmed,,,
114,Senate,359,2016-02-10,2,20,96,0,0.0,0.0,0.0,0.0,0.0,HR757,Bill Passed,,,
114,Senate,360,2016-02-11,2,21,73,22,-0.385,-0.061,-0.149,0.199,-37.111,HR644,Cloture Motion Agreed to,,,
114,Senate,361,2016-02-11,2,22,75,20,-0.427,-0.036,-0.146,0.18,-36.664,HR644,Conference Report Agreed to,,,
114,Senate,362,2016-02-11,2,23,93,0,0.0,0.0,0.0,0.0,0.0,PN675,Nomination Confirmed,,,
114,Senate,363,2016-02-22,2,24,80,6,-0.59,0.248,-0.14,0.304,-22.901,PN849,Cloture Motion Agreed to,,,
114,Senate,364,2016-02-24,2,25,89,4,-0.222,-0.975,-0.072,-0.485,-18.283,PN849,Nomination Confirmed,,,
114,Senate,365,2016-02-25,2,26,93,0,0.0,0.0,0.0,0.0,0.0,SRES374,Resolution Agreed to,,,
114,Senate,366,2016-02-29,2,27,89,0,0.0,0.0,0.0,0.0,0.0,S524,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,367,2016-03-02,2,28,94,0,0.0,0.0,0.0,0.0,0.0,S524,Amendment Agreed to,,,
114,Senate,368,2016-03-02,2,29,46,50,0.16,-0.076,0.391,0.287,-3.923,S524,Motion Rejected,,,
114,Senate,369,2016-03-02,2,30,48,47,0.208,-0.065,0.314,0.446,-9.311,S524,Motion Rejected,,,
114,Senate,370,2016-03-03,2,31,90,0,0.0,0.0,0.0,0.0,0.0,S524,Amendment Agreed to,,,
114,Senate,371,2016-03-07,2,32,86,3,0.348,-0.922,0.088,-0.825,-8.401,S524,Cloture Motion Agreed to,,,
114,Senate,372,2016-03-09,2,33,93,3,0.359,-0.927,0.088,-0.806,-8.453,S524,Cloture Motion Agreed to,,,
114,Senate,373,2016-03-10,2,34,94,1,0.0,0.0,0.0,0.0,0.0,S524,Bill Passed,,,
114,Senate,374,2016-03-10,2,35,71,24,-0.107,-0.035,-0.037,0.043,-62.4,SJRES31,Motion to Table Agreed to,,,
114,Senate,375,2016-03-14,2,36,49,40,0.215,-0.071,0.175,0.139,-21.924,PN1152,Nomination Confirmed,,,
114,Senate,376,2016-03-16,2,37,48,49,0.078,0.034,-0.153,-0.423,-26.364,S764,Cloture Motion Rejected,,,
114,Senate,377,2016-03-17,2,38,96,0,0.0,0.0,0.0,0.0,0.0,SRES377,Resolution Agreed to,,,
114,Senate,378,2016-04-04,2,39,87,0,0.0,0.0,0.0,0.0,0.0,S1890,Bill Passed,,,
114,Senate,379,2016-04-06,2,40,98,0,0.0,0.0,0.0,0.0,0.0,HR636,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,380,2016-04-07,2,41,85,10,-0.439,-0.255,-0.358,-0.151,-16.204,HR636,Amendment Agreed to,,,
114,Senate,381,2016-04-07,2,42,91,5,0.745,-0.012,0.31,0.321,-12.099,HR636,Amendment Agreed to,,,
114,Senate,382,2016-04-07,2,43,42,54,-0.03,-0.088,0.261,0.089,-10.384,HR636,Amendment Rejected,,,
114,Senate,383,2016-04-11,2,44,92,0,0.0,0.0,0.0,0.0,0.0,PN153,Nomination Confirmed,,,
114,Senate,384,2016-04-14,2,45,94,4,0.379,-0.885,0.079,-0.668,-13.902,HR636,Cloture Motion Agreed to,,,
114,Senate,385,2016-04-18,2,46,89,5,0.674,-0.699,0.153,-0.377,-17.451,HR636,Cloture Motion Agreed to,,,
114,Senate,386,2016-04-19,2,47,95,3,0.382,-0.922,0.076,-0.758,-10.053,HR636,Bill Passed,,,
114,Senate,387,2016-04-19,2,48,97,0,0.0,0.0,0.0,0.0,0.0,S2012,Amendment Agreed to,,,
114,Senate,388,2016-04-19,2,49,66,31,0.424,-0.031,0.297,0.284,-24.729,S2012,Amendment Agreed to,,,
114,Senate,389,2016-04-19,2,50,34,63,0.381,-0.076,-0.224,0.008,-29.33,S2012,Amendment Rejected,,,
114,Senate,390,2016-04-19,2,51,42,55,0.271,-0.105,-0.194,0.148,-27.196,S2012,Amendment Rejected,,,
114,Senate,391,2016-04-19,2,52,50,47,0.183,-0.061,0.268,0.641,-11.061,S2012,Amendment Rejected,,,
114,Senate,392,2016-04-19,2,53,33,64,0.398,-0.061,-0.214,-0.067,-31.948,S2012,Motion Rejected,,,
114,Senate,393,2016-04-20,2,54,85,12,0.624,-0.083,0.336,0.232,-18.668,S2012,Bill Passed,,,
114,Senate,394,2016-04-20,2,55,70,26,0.477,-0.019,0.255,0.211,-29.567,HR2028,Amendment Agreed to,,,
114,Senate,395,2016-04-20,2,56,25,71,0.488,-0.011,-0.214,-0.171,-32.661,HR2028,Amendment Rejected,,,
114,Senate,396,2016-04-21,2,57,56,42,-0.034,-0.104,-0.372,-0.624,-4.509,HR2028,Amendment Rejected,,,
114,Senate,397,2016-04-21,2,58,48,49,0.144,-0.109,-0.19,-0.121,-18.606,HR2028,Amendment Rejected,,,
114,Senate,398,2016-04-21,2,59,76,19,0.545,-0.137,0.194,-0.027,-33.164,HR2028,Amendment Agreed to,,,
114,Senate,399,2016-04-25,2,60,55,38,0.338,-0.044,0.309,0.264,-17.311,HR2028,Amendment Agreed to,,,
114,Senate,400,2016-04-26,2,61,54,42,0.271,-0.08,0.155,0.101,-31.175,HR2028,Amendment Agreed to,,,
114,Senate,401,2016-04-26,2,62,73,23,0.49,0.042,0.194,0.201,-33.847,HR2028,Amendment Agreed to,,,
114,Senate,402,2016-04-26,2,63,12,84,0.598,-0.325,-0.195,0.154,-26.064,HR2028,Amendment Rejected,,,
114,Senate,403,2016-04-27,2,64,50,46,0.031,-0.006,-0.136,-0.248,-27.825,HR2028,Cloture Motion Rejected,,,
114,Senate,404,2016-04-28,2,65,52,43,0.0,-0.004,-0.145,-0.267,-24.962,HR2028,Cloture Motion Rejected,,,
114,Senate,405,2016-05-09,2,66,50,42,0.0,-0.011,-0.168,-0.485,-19.475,HR2028,Cloture Motion Rejected,,,
114,Senate,406,2016-05-11,2,67,57,42,-0.048,-0.048,-0.174,-0.325,-20.327,HR2028,Cloture Motion Rejected,,,
114,Senate,407,2016-05-11,2,68,97,2,0.0,0.0,0.0,0.0,0.0,HR2028,Cloture Motion Agreed to,,,
114,Senate,408,2016-05-11,2,69,39,60,-0.141,-0.101,0.381,0.061,-9.774,HR2028,Amendment Rejected,,,
114,Senate,409,2016-05-11,2,70,51,48,0.109,-0.125,-0.194,-0.284,-17.549,HR2028,Amendment Rejected,,,
114,Senate,410,2016-05-12,2,71,90,8,0.682,-0.171,0.288,-0.09,-12.721,HR2028,Bill Passed,,,
114,Senate,411,2016-05-16,2,72,53,34,0.283,-0.046,0.22,0.243,-19.278,PN327,Nomination Confirmed,,,
114,Senate,412,2016-05-17,2,73,50,47,0.163,-0.075,0.201,0.263,-16.569,HR2577,Cloture Motion Rejected,,,
114,Senate,413,2016-05-17,2,74,52,45,0.037,-0.084,-0.454,0.172,-0.39,HR2577,Cloture Motion Rejected,,,
114,Senate,414,2016-05-17,2,75,68,29,0.443,-0.059,0.338,0.147,-22.431,HR2577,Cloture Motion Agreed to,,,
114,Senate,415,2016-05-19,2,76,70,28,0.458,-0.049,0.385,0.194,-20.231,HR2577,Motion Agreed to,,,
114,Senate,416,2016-05-19,2,77,68,30,0.437,-0.07,0.358,0.025,-22.008,HR2577,Amendment Agreed to,,,
114,Senate,417,2016-05-19,2,78,88,10,0.648,-0.039,0.326,0.181,-13.931,HR2577,Cloture Motion Agreed to,,,
114,Senate,418,2016-05-19,2,79,84,14,0.77,0.156,0.144,0.066,-37.014,HR2577,Motion Agreed to,,,
114,Senate,419,2016-05-19,2,80,87,9,-0.458,-0.159,-0.319,0.003,-19.077,HR2577,Amendment Agreed to,,,
114,Senate,420,2016-05-19,2,81,60,37,0.38,-0.04,0.343,0.353,-18.564,HR2577,Motion to Table Agreed to,,,
114,Senate,421,2016-05-19,2,82,89,8,0.683,0.027,0.264,0.227,-16.085,HR2577,Bill Passed,,,
114,Senate,422,2016-05-23,2,83,89,0,0.0,0.0,0.0,0.0,0.0,S2613,Bill Passed,,,
114,Senate,423,2016-05-24,2,84,56,41,-0.067,-0.116,-0.379,-0.251,-6.311,HJRES88,Joint Resolution Passed,,,
114,Senate,424,2016-05-24,2,85,57,40,0.141,0.155,0.011,0.272,-60.957,SJRES28,Motion to Proceed Agreed to,,,
114,Senate,425,2016-05-25,2,86,55,43,0.127,0.091,-0.0,0.274,-62.672193,SJRES28,Joint Resolution Passed,,,
114,Senate,426,2016-05-25,2,87,98,0,0.0,0.0,0.0,0.0,0.0,S2943,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,427,2016-05-26,2,88,67,29,0.449,-0.044,0.201,0.137,-32.65,PN771,Nomination Confirmed,,,
114,Senate,428,2016-06-06,2,89,91,0,0.0,0.0,0.0,0.0,0.0,S2943,Amendment Agreed to,,,
114,Senate,429,2016-06-07,2,90,66,32,0.423,-0.095,0.323,-0.08,-23.934,S2943,Amendment Agreed to,,,
114,Senate,430,2016-06-07,2,91,70,28,0.511,-0.297,0.114,-0.08,-45.657,S2943,Amendment Agreed to,,,
114,Senate,431,2016-06-08,2,92,93,2,0.0,0.0,0.0,0.0,0.0,HR2577,Cloture Motion Agreed to,,,
114,Senate,432,2016-06-08,2,93,46,49,0.142,-0.09,0.193,0.111,-16.615,HR2577,Motion Rejected,,,
114,Senate,433,2016-06-08,2,94,56,38,-0.105,-0.127,-0.437,-0.234,-4.306,HR2577,Motion Rejected,,,
114,Senate,434,2016-06-09,2,95,43,55,0.025,-0.089,0.208,0.248,-14.823,S2943,Cloture Motion Rejected,,,
114,Senate,435,2016-06-09,2,96,56,42,-0.022,-0.151,-0.07,-0.333,-49.037,S2943,Cloture Motion Rejected,,,
114,Senate,436,2016-06-10,2,97,68,23,-0.257,-0.263,-0.129,-0.429,-28.134,S2943,Cloture Motion Agreed to,,,
114,Senate,437,2016-06-14,2,98,85,13,0.082,0.997,-0.014,0.288,-34.924,S2943,Bill Passed,,,
114,Senate,438,2016-06-14,2,99,94,3,0.467,-0.884,0.11,-0.603,-14.457,HR2578,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,439,2016-06-16,2,100,95,1,0.0,0.0,0.0,0.0,0.0,S524,Cloture Motion Agreed to,,,
114,Senate,440,2016-06-16,2,101,66,29,0.418,0.109,0.245,0.497,-26.577,S524,Motion Agreed to,,,
114,Senate,441,2016-06-16,2,102,70,24,0.478,0.085,0.203,0.27,-30.989,S524,Motion Agreed to,,,
114,Senate,442,2016-06-20,2,103,53,47,0.086,-0.084,-0.224,-0.245,-11.162,HR2578,Cloture Motion Rejected,,,
114,Senate,443,2016-06-20,2,104,44,56,0.0,-0.093,0.297,0.545,-7.832,HR2578,Cloture Motion Rejected,,,
114,Senate,444,2016-06-20,2,105,53,47,0.043,0.007,-0.258,-0.635,-9.444,HR2578,Cloture Motion Rejected,,,
114,Senate,445,2016-06-20,2,106,47,53,0.084,-0.097,0.281,0.495,-8.0,HR2578,Cloture Motion Rejected,,,
114,Senate,446,2016-06-20,2,107,56,42,-0.072,-0.119,-0.403,-0.271,-5.25,HR2578,Motion to Table Agreed to,,,
114,Senate,447,2016-06-22,2,108,58,38,-0.075,-0.156,-0.096,-0.468,-38.189,HR2578,Cloture Motion Rejected,,,
114,Senate,448,2016-06-23,2,109,46,52,0.203,0.01,-0.221,-0.561,-18.13,HR2578,Motion to Table Failed,,,
114,Senate,449,2016-06-23,2,110,67,31,0.392,-0.509,0.1,-0.074,-51.45,HR2578,Motion to Table Agreed to,,,
114,Senate,450,2016-06-27,2,111,90,0,0.0,0.0,0.0,0.0,0.0,PN576,Nomination Confirmed,,,
114,Senate,451,2016-06-28,2,112,52,48,0.081,-0.095,-0.175,-0.017,-18.717,HR2577,Cloture Motion Rejected,,,
114,Senate,452,2016-06-29,2,113,68,32,0.14,-0.481,0.012,-0.215,-63.667,S2328,Cloture Motion Agreed to,,,
114,Senate,453,2016-06-29,2,114,44,54,-0.046,0.017,0.156,0.235,-21.523,S2328,Motion to Table Failed,,,
114,Senate,454,2016-06-29,2,115,85,13,-0.432,-0.349,-0.191,-0.377,-21.905,S2328,Motion Agreed to,,,
114,Senate,455,2016-06-29,2,116,68,30,0.142,-0.752,0.013,-0.195,-58.66,S2328,Motion Agreed to,,,
114,Senate,456,2016-06-29,2,117,68,29,-0.261,-0.218,-0.136,-0.239,-33.207,S764,Motion Agreed to,,,
114,Senate,457,2016-07-06,2,118,92,5,0.533,0.509,0.217,0.716,-12.289,PN575,Nomination Confirmed,,,
114,Senate,458,2016-07-06,2,119,53,44,0.02,-0.082,-0.331,-0.549,-5.289,S3100,Cloture on the Motion to Proceed Rejected,,,
114,Senate,459,2016-07-06,2,120,55,42,-0.062,-0.117,-0.448,-0.4,-2.702,S2193,Cloture on the Motion to Proceed Rejected,,,
114,Senate,460,2016-07-06,2,121,65,32,-0.203,-0.227,-0.109,-0.329,-37.965,S764,Cloture Motion Agreed to,,,
114,Senate,461,2016-07-07,2,122,31,62,-0.224,-0.194,0.129,0.232,-34.297,S764,Motion to Table Failed,,,
114,Senate,462,2016-07-07,2,123,63,30,-0.146,-0.29,-0.071,-0.444,-42.115,S764,Motion Agreed to,,,
114,Senate,463,2016-07-07,2,124,50,44,0.033,-0.075,-0.222,-0.162,-9.611,HR5293,Cloture on the Motion to Proceed Rejected,,,
114,Senate,464,2016-07-12,2,125,84,3,0.822,-0.143,0.429,0.116,-10.695,S2012,Cloture Motion Agreed to,,,
114,Senate,465,2016-07-13,2,126,90,2,0.0,0.0,0.0,0.0,0.0,S524,Cloture Motion Agreed to,,,
114,Senate,466,2016-07-13,2,127,89,4,0.405,0.885,0.072,0.513,-17.465,HR636,Motion Agreed to,,,
114,Senate,467,2016-07-13,2,128,74,18,0.528,-0.378,0.175,-0.116,-30.838,PN1180,Nomination Confirmed,,,
114,Senate,468,2016-07-13,2,129,92,2,0.0,0.0,0.0,0.0,0.0,S524,Conference Report Agreed to,,,
114,Senate,469,2016-07-14,2,130,90,7,-0.534,0.365,-0.194,0.216,-17.492,S2943,Cloture Motion Agreed to,,,
114,Senate,470,2016-07-14,2,131,84,12,0.606,0.092,0.236,0.404,-23.652,S2943,Motion Agreed to,,,
114,Senate,471,2016-07-14,2,132,85,12,-0.354,-0.576,-0.13,-0.456,-23.455,S2943,Motion Agreed to,,,
114,Senate,472,2016-07-14,2,133,55,42,-0.055,-0.107,-0.449,-0.236,-2.716,HR5293,Cloture on the Motion to Proceed Rejected,,,
114,Senate,473,2016-07-14,2,134,52,44,0.043,-0.107,-0.22,0.142,-10.294,HR2577,Cloture Motion Rejected,,,
114,Senate,474,2016-09-06,2,135,52,46,0.053,-0.101,-0.184,-0.009,-15.441,HR2577,Cloture Motion Rejected,,,
114,Senate,475,2016-09-06,2,136,55,43,-0.055,-0.112,-0.451,-0.238,-2.702,HR5293,Cloture on the Motion to Proceed Rejected,,,
114,Senate,476,2016-09-08,2,137,92,0,0.0,0.0,0.0,0.0,0.0,PN1500,Nomination Confirmed,,,
114,Senate,477,2016-09-12,2,138,90,1,0.0,0.0,0.0,0.0,0.0,S2848,Cloture Motion Agreed to,,,
114,Senate,478,2016-09-14,2,139,85,12,0.669,-0.12,0.194,-0.035,-27.937,S2848,Motion Agreed to,,,
114,Senate,479,2016-09-14,2,140,94,3,0.868,-0.252,0.464,-0.179,-3.62,S2848,Cloture Motion Agreed to,,,
114,Senate,480,2016-09-15,2,141,95,3,0.868,-0.25,0.464,-0.177,-3.62,S2848,Bill Passed,,,
114,Senate,481,2016-09-15,2,142,93,0,0.0,0.0,0.0,0.0,0.0,PN1375,Nomination Confirmed,,,
114,Senate,482,2016-09-19,2,143,89,0,0.0,0.0,0.0,0.0,0.0,HR5985,Bill Passed,,,
114,Senate,483,2016-09-20,2,144,89,7,0.694,-0.233,0.323,-0.136,-11.993,HR5325,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,484,2016-09-21,2,145,71,27,-0.301,-0.343,-0.12,-0.211,-37.908,SJRES39,Motion to Table Agreed to,,,
114,Senate,485,2016-09-27,2,146,45,55,0.095,0.141,-0.091,-0.304,-44.418,HR5325,Cloture Motion Rejected,,,
114,Senate,486,2016-09-27,2,147,40,59,0.264,-0.073,-0.106,-0.122,-43.962,HR5325,Cloture Motion Rejected,,,
114,Senate,487,2016-09-28,2,148,97,1,0.0,0.0,0.0,0.0,0.0,S2040,Veto Overridden,,,
114,Senate,488,2016-09-28,2,149,77,21,0.293,-0.785,0.037,-0.282,-45.645,HR5325,Cloture Motion Agreed to,,,
114,Senate,489,2016-09-28,2,150,77,21,0.293,-0.785,0.037,-0.282,-45.645,HR5325,Cloture Motion Agreed to,,,
114,Senate,490,2016-09-28,2,151,72,26,0.211,-0.691,0.022,-0.271,-51.597,HR5325,Bill Passed,,,
114,Senate,491,2016-11-15,2,152,97,0,0.0,0.0,0.0,0.0,0.0,HR4511,Bill Passed,,,
114,Senate,492,2016-11-17,2,153,51,47,0.068,0.014,-0.211,-0.509,-14.919,S3110,Cloture on the Motion to Proceed Rejected,,,
114,Senate,493,2016-11-29,2,154,97,0,0.0,0.0,0.0,0.0,0.0,S2873,Bill Passed,,,
114,Senate,494,2016-12-01,2,155,99,0,0.0,0.0,0.0,0.0,0.0,HR6297,Bill Passed,,,
114,Senate,495,2016-12-05,2,156,85,13,-0.536,-0.716,-0.108,-0.256,-35.38,HR34,Cloture Motion Agreed to,,,
114,Senate,496,2016-12-07,2,157,94,5,-0.286,-0.81,-0.132,-0.762,-9.992,HR34,Motion Agreed to,,,
114,Senate,497,2016-12-07,2,158,92,7,-0.041,-0.854,-0.042,-0.662,-16.885,S2943,Cloture Motion Agreed to,,,
114,Senate,498,2016-12-08,2,159,92,7,-0.041,-0.854,-0.042,-0.662,-16.885,S2943,Conference Report Agreed to,,,
114,Senate,499,2016-12-09,2,160,61,38,-0.104,-0.369,-0.057,-0.2,-54.302,HR2028,Cloture Motion Agreed to,,,
114,Senate,500,2016-12-09,2,161,63,36,-0.121,-0.245,-0.036,-0.161,-60.657,HR2028,Motion Agreed to,,,
114,Senate,501,2016-12-10,2,162,69,30,-0.168,-0.392,-0.064,-0.332,-46.462,S612,Cloture Motion Agreed to,,,
114,Senate,502,2016-12-10,2,163,78,21,-0.126,-0.671,-0.043,-0.351,-41.033,S612,Motion Agreed to,,,
